,Accepted_binomial,Family,Genus,Species,Clade,Lifeform,Pollination,Fruit_type,Seed_mass,Dormancy,Ecological_breadth,Conservation,Restoration,Reported_uses,AnimalFood,EnvironmentalUses,Fuels,GeneSources,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,GermData_availability,NTestTemp,a,b,c,Topt,Logit.Max,Model.Max,Topt.upp,Topt.low,Tmax,Tmin,Tbreadth,Toptbreadth,SEmax,SEmin,SEopt.upp,SEopt.low,SEopt,SEbreadth,SEoptbreadth,Tmean_count,Model_concavity,Tail_drop,GermData_quality
70,Antennaria dioica,Asteraceae,Antennaria,dioica,Campanulids,perennial,Biotic,dry_indehiscent,0.052428571,NoInfo,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,-0.241573256,7.154775773,-45.30455639,14.8087083,7.671937311,0.999534502,19.23680096,10.38061565,21.43794804,8.179468566,13.25847948,8.856185314,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
71,Anthemis alpestris,Asteraceae,Anthemis,alpestris,Campanulids,perennial,Biotic,dry_indehiscent,0.51063575,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Anthemis arvensis,Asteraceae,Anthemis,arvensis,Campanulids,perennial,Biotic,dry_indehiscent,0.64019,NoInfo,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,Anthemis cretica,Asteraceae,Anthemis,cretica,Campanulids,perennial,Biotic,dry_indehiscent,0.49795,NoInfo,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
74,Anthemis maritima,Asteraceae,Anthemis,maritima,Campanulids,perennial,Biotic,dry_indehiscent,1.0208,NoInfo,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.420553018,14.83238398,-128.1182119,17.6343806,2.661740308,0.934730921,18.82015582,16.44860538,21.28547544,13.98328576,7.302189677,2.371550448,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
75,Anthemis pauciloba,Asteraceae,Anthemis,pauciloba,Campanulids,perennial,Biotic,dry_indehiscent,0.9534,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Anthemis rosea,Asteraceae,Anthemis,rosea,Campanulids,annual,Biotic,dry_indehiscent,0.51063575,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Anthericum ramosum,Asparagaceae,Anthericum,ramosum,Monocots,perennial,Biotic,dry_dehiscent,3.8445,PD,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,Anthoxanthum aristatum,Poaceae,Anthoxanthum,aristatum,Commelinid-monocots,annual,Abiotic,dry_indehiscent,0.298405,PD,3,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Anthoxanthum odoratum,Poaceae,Anthoxanthum,odoratum,Commelinid-monocots,perennial,Biotic,dry_indehiscent,0.532967403,PD,10,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,-0.011976894,0.538773385,-3.462560123,22.49220008,2.59653926,0.93063852,29.3583112,15.62608895,44.00124479,0.983155364,43.01808942,13.73222225,NA,NA,NA,NA,NA,NA,NA,15,1,1,1
80,Anthyllis circinnata,Fabaceae,Anthyllis,circinnata,Fabids,annual,Biotic,dry_dehiscent,7.8125,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.998495407,0.05461731,0.003043618,-0.027349806,0.002296732,0.500574183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0
81,Anthyllis hermanniae,Fabaceae,Anthyllis,hermanniae,Fabids,perennial,Biotic,dry_dehiscent,0.8356,PY(PD),2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
82,Anthyllis lemanniana,Fabaceae,Anthyllis,lemanniana,Fabids,perennial,Biotic,dry_dehiscent,2.985213224,PY(PD),1,1,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Anthyllis lotoides,Fabaceae,Anthyllis,lotoides,Fabids,annual,Biotic,dry_dehiscent,1.205277767,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
84,Anthyllis montana,Fabaceae,Anthyllis,montana,Fabids,perennial,Biotic,dry_dehiscent,2.9436,PY(PD),3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Anthyllis vulneraria,Fabaceae,Anthyllis,vulneraria,Fabids,perennial,Biotic,dry_dehiscent,3.271460741,PY(PD),7,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,-0.004103289,0.039289088,4.737688999,4.787512193,4.831737493,0.992090404,27.05865628,-17.4836319,48.32035442,-38.74533003,87.06568445,44.54228818,13.20610589,32.38890386,4.30656468,22.88345958,10.20760875,45.05667038,25.83829208,15,1,1,1
86,Aphyllanthes monspeliensis,Asparagaceae,Aphyllanthes,monspeliensis,Monocots,perennial,Biotic,dry_dehiscent,24.39850484,NoInfo,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,Arabis alpina,Brassicaceae,Arabis,alpina,Malvids,perennial,Biotic,dry_dehiscent,0.243333333,NoInfo,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,-0.006080162,0.304048261,-4.35562022,25.00330372,-0.554514707,0.364817598,28.62169839,21.38490905,44.82927642,5.177331022,39.6519454,7.23678934,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
88,Arabis deflexa,Brassicaceae,Arabis,deflexa,Malvids,perennial,Biotic,dry_dehiscent,0.4184,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Arabis ionocalyx,Brassicaceae,Arabis,ionocalyx,Malvids,perennial,Biotic,dry_dehiscent,0.282883405,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Arbutus andrachne,Ericaceae,Arbutus,andrachne,Asterids,woody,Biotic,fleshy,83.36666667,PD,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,-0.030615676,0.653609975,-1.538206946,10.67443305,1.950251014,0.87547401,14.06773962,7.281126488,23.31861296,-1.96974685,25.28835981,6.786613133,NA,NA,NA,NA,NA,NA,NA,5,1,1,1
91,Arbutus unedo,Ericaceae,Arbutus,unedo,Asterids,woody,Biotic,fleshy,3.759714286,PD,4,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,-0.017884812,0.384764933,-0.799084492,10.75675076,1.27032575,0.780798506,14.22552246,7.287979053,26.10802666,-4.594525149,30.70255181,6.937543409,1.418216718,7.78714468,3.0785289,7.512446566,3.465648857,8.789711819,9.153441931,8,1,1,1
92,Arctostaphylos uva-ursi,Ericaceae,Arctostaphylos,uva-ursi,Asterids,perennial,Biotic,dry_dehiscent,24.28596799,PD,4,0,0,1,0,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Aremonia agrimonoides,Rosaceae,Aremonia,agrimonoides,Fabids,perennial,Biotic,dry_indehiscent,44.29834736,NoInfo,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Arenaria aggregata,Caryophyllaceae,Arenaria,aggregata,Caryophyllales,perennial,Biotic,dry_dehiscent,0.202508073,PD,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Arenaria armerina,Caryophyllaceae,Arenaria,armerina,Caryophyllales,perennial,Biotic,dry_dehiscent,0.202508073,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Arenaria grandiflora,Caryophyllaceae,Arenaria,grandiflora,Caryophyllales,perennial,Biotic,dry_dehiscent,0.5456,PD,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.009094054,0.162525466,0.264362877,8.935809252,0.990511157,0.729188874,13.35500416,4.516614342,29.73712708,-11.86550857,41.60263565,8.83838982,NA,NA,NA,NA,NA,NA,NA,7,1,1,1
97,Arenaria pungens,Caryophyllaceae,Arenaria,pungens,Caryophyllales,perennial,Biotic,dry_dehiscent,0.202508073,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Arenaria querioides,Caryophyllaceae,Arenaria,querioides,Caryophyllales,perennial,Biotic,dry_dehiscent,0.202508073,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Arenaria serpyllifolia,Caryophyllaceae,Arenaria,serpyllifolia,Caryophyllales,annual,Biotic,dry_dehiscent,0.06193125,PD,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Argyrolobium zanonii,Fabaceae,Argyrolobium,zanonii,Fabids,perennial,Biotic,dry_dehiscent,6.5,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
101,Aria edulis,Rosaceae,Aria,edulis,Fabids,woody,NoInfo,fleshy,56.63941667,NoInfo,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Aria umbellata,Rosaceae,Aria,umbellata,Fabids,woody,NoInfo,fleshy,211.5432,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Arisarum vulgare,Araceae,Arisarum,vulgare,Monocots,perennial,Biotic,fleshy,38.32876031,NoInfo,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Armeria bigerrensis,Plumbaginaceae,Armeria,bigerrensis,Caryophyllales,perennial,Biotic,dry_dehiscent,1.382460526,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,Armeria brutia,Plumbaginaceae,Armeria,brutia,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,Armeria caespitosa,Plumbaginaceae,Armeria,caespitosa,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.008145817,0.254517797,-0.440712632,15.62260712,1.547403139,0.824538348,21.29752939,9.947684842,39.10513883,-7.859924591,46.96506342,11.34984455,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
107,Armeria canescens,Plumbaginaceae,Armeria,canescens,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
108,Armeria duriaei,Plumbaginaceae,Armeria,duriaei,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Armeria eriophylla,Plumbaginaceae,Armeria,eriophylla,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Armeria fontqueri,Plumbaginaceae,Armeria,fontqueri,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Armeria maderensis,Plumbaginaceae,Armeria,maderensis,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,Armeria multiceps,Plumbaginaceae,Armeria,multiceps,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Armeria rumelica,Plumbaginaceae,Armeria,rumelica,Caryophyllales,perennial,Biotic,dry_dehiscent,2.590266667,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,Armeria sardoa,Plumbaginaceae,Armeria,sardoa,Caryophyllales,perennial,Biotic,dry_dehiscent,1.757110425,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Arnoseris minima,Asteraceae,Arnoseris,minima,Campanulids,annual,Biotic,dry_indehiscent,0.47,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Arrhenatherum elatius,Poaceae,Arrhenatherum,elatius,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,2.6875367,PD,2,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,-0.011368779,0.487824928,-2.852063745,21.45458798,2.380977672,0.915365207,27.97652079,14.93265517,43.09770904,-0.188533075,43.28624211,13.04386562,4.942996402,1.628126646,3.688646479,2.050096425,1.87797778,6.329361535,4.637975229,13,1,1,1
117,Artemisia alba,Asteraceae,Artemisia,alba,Campanulids,perennial,Biotic,dry_indehiscent,0.153394929,NoInfo,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Artemisia arborescens,Asteraceae,Artemisia,arborescens,Campanulids,perennial,Biotic,dry_indehiscent,0.1294,NoInfo,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
119,Artemisia barrelieri,Asteraceae,Artemisia,barrelieri,Campanulids,perennial,Biotic,dry_indehiscent,0.87432366,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Artemisia herba-alba,Asteraceae,Artemisia,herba-alba,Campanulids,perennial,Biotic,dry_indehiscent,0.207671429,NoInfo,3,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.013769687,0.319312885,-0.582701801,11.59477636,1.268478943,0.780482257,15.5454776,7.644075127,29.08637339,-5.896820664,34.98319405,7.90140247,2.70427136,3.258123985,1.48360397,1.466976375,0.772927126,5.785088212,2.513271868,4,1,1,1
121,Artemisia pedemontana,Asteraceae,Artemisia,pedemontana,Campanulids,perennial,Biotic,dry_indehiscent,0.2508,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,Artemisia santonicum,Asteraceae,Artemisia,santonicum,Campanulids,perennial,Biotic,dry_indehiscent,0.2482,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Arthrocaulon macrostachyum,Amaranthaceae,Arthrocaulon,macrostachyum,Caryophyllales,perennial,Abiotic,dry_indehiscent,0.1864,NoInfo,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
124,Arum italicum,Araceae,Arum,italicum,Monocots,perennial,Biotic,fleshy,38.0572,NoInfo,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,Arum rupicola,Araceae,Arum,rupicola,Monocots,perennial,Biotic,fleshy,38.60032062,NoInfo,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Arundo donax,Poaceae,Arundo,donax,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.105866667,NoInfo,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Asparagus acutifolius,Asparagaceae,Asparagus,acutifolius,Monocots,perennial,Biotic,fleshy,37.3,PD,11,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
128,Asparagus albus,Asparagaceae,Asparagus,albus,Monocots,perennial,Biotic,fleshy,28.4246,PD,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
129,Asparagus altissimus,Asparagaceae,Asparagus,altissimus,Monocots,perennial,Biotic,fleshy,34.66203898,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Asparagus aphyllus,Asparagaceae,Asparagus,aphyllus,Monocots,perennial,Biotic,fleshy,56.9776,PD,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
131,Asperula involucrata,Rubiaceae,Asperula,involucrata,Lamiids,perennial,Biotic,dry_dehiscent,0.8416,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Asphodelus albus,Asphodelaceae,Asphodelus,albus,Monocots,perennial,Biotic,dry_dehiscent,8.31409,PD,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Asphodelus fistulosus,Asphodelaceae,Asphodelus,fistulosus,Monocots,perennial,Biotic,dry_dehiscent,2.7056,PD,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
134,Asphodelus ramosus,Asphodelaceae,Asphodelus,ramosus,Monocots,perennial,Biotic,dry_dehiscent,4.688888889,PD,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Asteriscus aquaticus,Asteraceae,Asteriscus,aquaticus,Campanulids,annual,Biotic,dry_indehiscent,0.7848,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,Astragalus angustifolius,Fabaceae,Astragalus,angustifolius,Fabids,perennial,Biotic,dry_indehiscent,2.5,NoInfo,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Astragalus arnacantha,Fabaceae,Astragalus,arnacantha,Fabids,perennial,Biotic,dry_indehiscent,4.53,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,Astragalus cadmicus,Fabaceae,Astragalus,cadmicus,Fabids,perennial,Biotic,dry_indehiscent,8.534503119,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
